movie_name,movie_description,target,id
Anchorman: The Legend of Ron Burgundy,"Hotshot television anchorman Ron Burgundy (Will Ferrell) welcomes upstart reporter Veronica Corningstone (Christina Applegate) into the male-dominated world of 1970s broadcast news -- that is, until the talented female journalist begins to outshine Burgundy on air. Soon he grows jealous, begins a bitter feud with Veronica and eventually makes a vulgar slip on live TV that ruins his career. However, when an outrageous story breaks at the San Diego Zoo, Ron may get a chance to redeem himself.",Comedy,affbefc5
Black and Blue,"A rookie policewoman in New Orleans inadvertently captures the shooting death of a young drug dealer on her body cam. After realizing the murder was committed by corrupt cops, she teams up with the only person from the community who's willing to help her. Now, she finds herself on the run from both the vengeful criminals and the lawmen who desperately want to destroy the incriminating footage.",Mystery,679cbda0
Insidious: The Last Key,"Brilliant parapsychologist Elise Rainier receives a disturbing phone call from a man who claims that his house is haunted. Even more disturbing is the address -- 413 Apple Tree Lane in Five Keys, N.M. -- the home where Elise grew up as a child. Accompanied by her two investigative partners, Rainier travels to Five Keys to confront and destroy her greatest fear -- the demon that she accidentally set free years earlier.",Horror,f7acb874
The Girl With All the Gifts,"In the future, a strange fungus has changed nearly everyone into a thoughtless, flesh-eating monster. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity.",Horror,ade48983
Who Framed Roger Rabbit,"Down-on-his-luck private eye Eddie Valiant (Bob Hoskins) gets hired by cartoon producer R.K. Maroon (Alan Tilvern) to investigate an adultery scandal involving Jessica Rabbit (Kathleen Turner), the sultry wife of Maroon's biggest star, Roger Rabbit (Charles Fleischer). But when Marvin Acme (Stubby Kaye), Jessica's alleged paramour and the owner of Toontown, is found murdered, the villainous Judge Doom (Christopher Lloyd) vows to catch and destroy Roger.",Comedy,9105d5ba
Catwoman,"Catwoman is the story of shy, sensitive artist Patience Philips (Halle Berry), a woman who can't seem to stop apologizing for her own existence. She works as a graphic designer for Hedare Beauty, a mammoth cosmetics company on the verge of releasing a revolutionary anti-aging product. When Patience inadvertently happens upon a dark secret her employer is hiding, she finds herself in the middle of a corporate conspiracy. What happens next changes Patience forever.",Action,5ff40ac9
The Number 23,"A man's (Jim Carrey) discovery of an obscure book about the number 23 leads him on a descent into darkness. As he becomes more obsessed with its contents, he becomes more convinced that it is, in fact, based on his life. To his horror, he discovers grave consequences in store for the book's main character.",Mystery,7be55593
Big Trouble in Little China,"Kurt Russell plays hard-boiled truck driver Jack Burton, who gets caught in a bizarre conflict within, and underneath, San Francisco's Chinatown. An ancient Chinese prince and Chinatown crime lord has kidnapped a beautiful green-eyed woman, who is the fiancee to Jack's best friend. Jack must help his friend rescue the girl before the evil Lo Pan uses her to break the ancient curse that keeps him a fleshless and immortal spirit.",Action,01f07da4
The Intouchables,"An unlikely friendship develops between a wealthy quadriplegic (François Cluzet) and his caretaker (Omar Sy), just released from prison.",Comedy,c444962e
Bright,"In an alternate present day, humans, orcs, elves and fairies have been coexisting since the beginning of time. Two police officers, one a human, the other an orc, embark on a routine night patrol that will alter the future of their world as they know it. Battling both their own personal differences as well as an onslaught of enemies, they must work together to protect a young female elf and a thought-to-be-forgotten relic, which, in the wrong hands, could destroy everything.",Action,0053d878
Charlie's Angels,"Elena Houghlin is a scientist, engineer and inventor of Calisto -- a sustainable energy source that will revolutionize the way people use power. But when the cutting edge technology falls into the wrong hands, Elena turns to the Townsend Agency for help. Now, it's up to the Angels -- Jane, Sabina and the newly recruited Elena -- to retrieve Calisto before it can be transformed into a weapon of mass destruction.",Action,612abef2
Only the Brave,"Through hope, determination, sacrifice and the drive to protect families and communities, the Granite Mountain Hotshots become one of the most elite firefighting teams in the country. While most people run from danger, they run toward it -- watching over lives, homes and everything people hold dear, forging a unique brotherhood that comes into focus with one fateful fire in Yarnell, Ariz.",Drama,2d24ab0a
The Purge: Election Year,"As a young woman, Sen. Charlie Roan survived the annual night of lawlessness that took the lives of her family members. As a presidential candidate, Roan is determined to end the yearly tradition of blood lust once and for all. When her opponents hatch a deadly scheme, the senator finds herself trapped on the streets of Washington, D.C., just as the latest Purge gets underway. Now, it's up to Leo Barnes (Frank Grillo), her head of security, to keep her alive during the next 12 hours of mayhem.",Action,7e7d1b1a
Kubo and the Two Strings,"Young Kubo's (Art Parkinson) peaceful existence comes crashing down when he accidentally summons a vengeful spirit from the past. Now on the run, Kubo joins forces with Monkey (Charlize Theron) and Beetle (Matthew McConaughey) to unlock a secret legacy. Armed with a magical instrument, Kubo must battle the Moon King (Ralph Fiennes) and other gods and monsters to save his family and solve the mystery of his fallen father, the greatest samurai warrior the world has ever known.",Kids,291da1fb
One Missed Call,"When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up.",Horror,bd600695
San Andreas,"A seemingly ideal day turns disastrous when California's notorious San Andreas fault triggers a devastating, magnitude 9 earthquake, the largest in recorded history. As the Earth cracks open and buildings start to crumble, Ray Gaines (Dwayne Johnson), an LAFD search-and-rescue helicopter pilot, must navigate the destruction from Los Angeles to San Francisco to bring his estranged wife (Carla Gugino) and their only daughter (Alexandra Daddario) to safety.",Action,f7a9d716
Arachnophobia,"After a nature photographer (Mark L. Taylor) dies on assignment in Venezuela, a poisonous spider hitches a ride in his coffin to his hometown in rural California, where arachnophobe Dr. Ross Jennings (Jeff Daniels) has just moved in with his wife, Molly (Harley Jane Kozak), and young son. As town residents start turning up dead, Jennings begins to suspect spiders, and must face his fears as he and no-nonsense exterminator Delbert McClintock (John Goodman) fight to stop a deadly infestation.",Mystery,18df28e0
Baywatch,"When a dangerous crime wave hits the beach, the legendary Mitch Buchannon leads his elite squad of lifeguards on a mission to prove that you don't have to wear a badge to save the bay. Joined by a trio of hotshot recruits, including former Olympian Matt Brody, they ditch the surf and go deep under cover to take down a ruthless businesswoman whose devious plans threaten the future of the bay.",Comedy,115217cd
